City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Ko Samui,TH,2021-05-27 21:17:47,9.5357,99.9357,82.81,77,100,17.49
284,Auki,SB,2021-05-27 21:17:47,-8.7676,160.7034,76.41,86,100,3.13
285,Turayf,SA,2021-05-27 21:17:47,31.6725,38.6637,75.45,23,0,11.5
286,Angola,AO,2021-05-27 21:17:48,-12.5,18.5,54.52,49,0,3.74
287,Puerto Escondido,MX,2021-05-27 21:17:48,15.85,-97.0667,87.85,58,100,7.94
288,Camacha,PT,2021-05-27 21:17:48,33.0833,-16.3333,63.36,72,40,10.36
289,Honningsvag,NO,2021-05-27 21:10:23,70.9821,25.9704,38.43,72,100,24.72
290,Okhotsk,RU,2021-05-27 21:17:49,59.3833,143.3,40.5,75,100,4.03
291,Chapais,CA,2021-05-27 21:07:59,49.7834,-74.8492,35.38,43,100,14.56
292,Roebourne,AU,2021-05-27 21:17:49,-20.7833,117.1333,73.87,69,48,7.99
293,Neuquen,AR,2021-05-27 21:10:42,-38.9516,-68.0591,62.49,39,0,12.66
294,Paamiut,GL,2021-05-27 21:09:27,61.994,-49.6678,37.58,86,3,8.61
295,Riyadh,SA,2021-05-27 21:13:42,24.6877,46.7219,93.25,8,0,5.75
296,Woodward,US,2021-05-27 21:17:50,36.4337,-99.3904,83.43,58,1,14.27
297,Saint George,US,2021-05-27 21:06:32,37.1041,-113.5841,93.43,10,1,1.99
298,Sisimiut,GL,2021-05-27 21:10:42,66.9395,-53.6735,41.14,73,87,5.28
299,Caxito,AO,2021-05-27 21:09:29,-8.5785,13.6643,70.25,96,86,1.61
300,Christchurch,NZ,2021-05-27 21:07:54,-43.5333,172.6333,44.82,95,75,2.3
301,Minggang,CN,2021-05-27 21:17:50,32.4586,114.0486,67.64,83,100,5.46
302,Banjarmasin,ID,2021-05-27 21:14:45,-3.3244,114.591,77.14,94,5,2.59
303,Mujiayingzi,CN,2021-05-27 21:17:51,42.1167,118.7833,50.0,69,83,12.15
304,Bac Lieu,VN,2021-05-27 21:17:51,9.285,105.7244,78.12,86,100,5.97
305,Salinopolis,BR,2021-05-27 21:17:51,-0.6136,-47.3561,79.92,83,79,8.86
306,Hanna,CA,2021-05-27 21:17:51,51.6334,-111.9018,78.31,33,46,20.0
307,Umarkot,PK,2021-05-27 21:17:52,25.3616,69.7362,83.82,80,66,18.12
308,Komsomolskiy,UZ,2021-05-27 21:10:36,40.4272,71.7189,71.02,49,13,4.61
309,Palauig,PH,2021-05-27 21:17:52,15.435,119.9045,83.16,73,79,3.83
310,Wukari,NG,2021-05-27 21:17:52,7.85,9.7833,82.08,65,62,6.22
311,Cortez,US,2021-05-27 21:17:53,37.3489,-108.5859,79.56,15,1,10.36
312,Ortakoy,TR,2021-05-27 21:17:53,38.7373,34.0387,66.45,62,100,6.22
313,Suez,EG,2021-05-27 21:06:07,29.9737,32.5263,73.42,55,0,8.72
314,Sept-Iles,CA,2021-05-27 21:17:53,50.2001,-66.3821,46.26,47,75,8.01
315,Zhezkazgan,KZ,2021-05-27 21:17:53,47.8043,67.7144,67.15,52,76,14.97
316,Lalmohan,BD,2021-05-27 21:17:54,22.3384,90.7419,84.06,82,95,17.11
317,Ketchikan,US,2021-05-27 21:11:03,55.3422,-131.6461,55.38,48,99,7.49
318,Kaitangata,NZ,2021-05-27 21:09:42,-46.2817,169.8464,47.93,84,100,2.17
319,Tautira,PF,2021-05-27 21:17:54,-17.7333,-149.15,84.22,71,1,8.72
320,Madang,PG,2021-05-27 21:17:54,-5.2246,145.7966,76.3,91,98,2.13
321,Kruisfontein,ZA,2021-05-27 21:06:28,-34.0033,24.7314,55.89,85,85,7.2
322,Sterling,US,2021-05-27 21:17:55,39.0062,-77.4286,86.77,43,40,1.01
323,Shizunai,JP,2021-05-27 21:17:55,42.3339,142.3669,51.6,97,100,1.97
324,Fort Nelson,CA,2021-05-27 21:17:55,58.8053,-122.7002,60.39,36,75,5.75
325,Port Augusta,AU,2021-05-27 21:17:56,-32.5,137.7667,44.74,83,95,3.38
326,Lompoc,US,2021-05-27 21:10:59,34.6391,-120.4579,78.78,69,1,18.41
327,Linares,CL,2021-05-27 21:17:56,-35.85,-71.6,57.54,85,100,6.06
328,Ugoofaaru,MV,2021-05-27 21:17:56,5.6667,73.0,82.58,78,100,22.7
329,Kulu,TR,2021-05-27 21:17:56,39.0951,33.0799,64.09,62,93,5.99
330,Dauriya,RU,2021-05-27 21:17:57,49.9333,116.8667,45.12,73,48,4.14
331,Shimoda,JP,2021-05-27 21:11:25,34.6667,138.95,64.17,81,100,18.25
332,Mamburao,PH,2021-05-27 21:17:57,13.25,120.6667,78.89,78,98,3.87
333,Martyush,RU,2021-05-27 21:17:57,56.4,61.8819,45.21,77,4,4.18
334,Kaohsiung,TW,2021-05-27 21:17:58,22.6163,120.3133,83.03,81,40,1.01
335,Cesis,LV,2021-05-27 21:17:58,57.3119,25.2746,46.71,97,8,4.18
336,Salalah,OM,2021-05-27 21:17:58,17.0151,54.0924,82.49,83,20,4.61
337,Hoi An,VN,2021-05-27 21:17:59,15.8794,108.335,80.56,90,100,5.14
338,Prince Rupert,CA,2021-05-27 21:17:59,54.3161,-130.3201,55.49,75,1,10.36
339,Nanortalik,GL,2021-05-27 21:09:41,60.1432,-45.2371,43.75,68,5,8.19
340,Fort Walton Beach,US,2021-05-27 21:13:47,30.4058,-86.6188,88.27,69,20,5.99
341,Muncar,ID,2021-05-27 21:17:59,-8.4333,114.3333,77.13,91,44,1.54
342,Waterfoot,GB,2021-05-27 21:18:00,53.6929,-2.2525,56.55,79,100,2.91
343,Bayan,CN,2021-05-27 21:18:00,46.0833,127.4,50.77,87,100,6.46
344,Portland,US,2021-05-27 21:09:46,45.5234,-122.6762,66.63,61,75,3.0
345,Zarubino,RU,2021-05-27 21:18:00,42.63,131.0922,49.6,90,98,4.23
346,Talnakh,RU,2021-05-27 21:05:44,69.4865,88.3972,13.44,84,23,1.36
347,Pelotas,BR,2021-05-27 21:18:01,-31.7719,-52.3425,62.85,70,2,2.39
348,Pringsewu,ID,2021-05-27 21:18:01,-5.3582,104.9744,74.34,97,99,0.81
349,Northam,GB,2021-05-27 21:15:48,51.0333,-4.2167,55.02,81,100,3.71
350,Trairi,BR,2021-05-27 21:13:52,-3.2778,-39.2689,79.25,79,40,11.3
351,Dingle,PH,2021-05-27 21:18:02,10.9995,122.6711,78.51,86,100,3.0
352,Pingshan,CN,2021-05-27 21:18:02,22.9938,114.7131,78.87,87,100,0.69
353,Turhal,TR,2021-05-27 21:18:02,40.3875,36.0811,60.78,70,41,1.14
354,Bathsheba,BB,2021-05-27 21:05:44,13.2167,-59.5167,83.01,61,20,16.84
355,Kharp,RU,2021-05-27 21:18:03,66.8014,65.8081,31.87,68,14,4.18
356,Tres Arroyos,AR,2021-05-27 21:18:03,-38.3739,-60.2798,61.21,60,100,17.25
357,Rongcheng,CN,2021-05-27 21:18:03,30.634,117.8517,68.97,96,54,5.55
358,Kurumkan,RU,2021-05-27 21:18:04,54.3,110.3,38.48,62,2,3.06
359,Makat,KZ,2021-05-27 21:18:04,47.6469,53.3463,80.38,38,98,11.05
360,Junagarh,IN,2021-05-27 21:17:10,19.8667,82.9333,80.92,51,100,2.04
361,Tiksi,RU,2021-05-27 21:06:02,71.6872,128.8694,34.36,93,100,5.41
362,Kudahuvadhoo,MV,2021-05-27 21:10:21,2.6708,72.8944,83.84,73,100,21.79
363,Itarema,BR,2021-05-27 21:18:04,-2.9248,-39.9167,79.95,77,11,13.8
364,Saint-Philippe,RE,2021-05-27 21:09:12,-21.3585,55.7679,71.19,77,51,5.35
365,Krasnoselkup,RU,2021-05-27 21:09:53,65.7,82.4667,28.2,73,100,19.28
366,Huarmey,PE,2021-05-27 21:18:05,-10.0681,-78.1522,70.3,83,33,7.81
367,Bilibino,RU,2021-05-27 21:09:31,68.0546,166.4372,45.84,50,89,7.94
368,Maxixe,MZ,2021-05-27 21:18:05,-23.8597,35.3472,66.09,71,0,4.43
369,Petrolina De Goias,BR,2021-05-27 21:18:06,-16.095,-49.3381,81.7,49,51,1.92
370,Linfen,CN,2021-05-27 21:13:23,36.0889,111.5189,68.29,17,0,5.57
371,Kibara,TZ,2021-05-27 21:18:06,-2.15,33.45,70.65,76,97,9.6
372,Nogliki,RU,2021-05-27 21:18:06,51.8333,143.1667,38.79,85,100,5.41
373,Waris Aliganj,IN,2021-05-27 21:18:06,25.0167,85.6333,80.08,83,100,16.89
374,Biggar,GB,2021-05-27 21:18:07,55.6167,-3.5167,53.29,92,99,3.65
375,Trincomalee,LK,2021-05-27 21:18:07,8.5711,81.2335,81.84,78,4,25.23
376,Jucurutu,BR,2021-05-27 21:18:07,-6.0339,-37.0203,81.63,64,78,18.61
377,Kachiry,KZ,2021-05-27 21:18:08,53.0675,76.1036,49.73,62,0,10.13
378,Nanning,CN,2021-05-27 21:18:08,22.8167,108.3167,77.45,90,99,3.13
379,Caravelas,BR,2021-05-27 21:09:26,-17.7125,-39.2481,74.88,81,67,6.87
380,El Cope,PA,2021-05-27 21:18:08,8.6167,-80.6,72.86,83,96,6.11
381,Kavieng,PG,2021-05-27 21:09:55,-2.5744,150.7967,81.5,82,100,15.03
382,Lasa,IT,2021-05-27 21:09:55,46.6166,10.7002,49.37,90,31,7.61
383,Merrill,US,2021-05-27 21:08:59,45.1805,-89.6835,44.02,93,90,4.61
384,Williams Lake,CA,2021-05-27 21:15:43,52.1415,-122.1445,57.22,35,99,3.0
385,Nizhniy Kuranakh,RU,2021-05-27 21:18:09,58.8353,125.4869,48.02,94,100,3.04
386,Waverley,ZA,2021-05-27 21:18:09,-25.7023,28.2591,59.41,76,38,1.14
387,Gorontalo,ID,2021-05-27 21:18:09,0.5412,123.0595,75.16,94,23,3.4
388,Sitka,US,2021-05-27 21:18:10,57.0531,-135.33,49.89,71,90,8.05
389,Luderitz,NA,2021-05-27 21:09:17,-26.6481,15.1594,59.18,71,9,7.96
390,Raudeberg,NO,2021-05-27 21:09:57,61.9875,5.1352,56.8,85,3,17.6
391,Sokolo,ML,2021-05-27 21:18:10,14.7328,-6.1219,93.92,28,99,15.17
392,Biloela,AU,2021-05-27 21:18:10,-24.4167,150.5,44.55,60,0,7.07
393,Durango,MX,2021-05-27 21:15:49,24.8333,-104.8333,90.75,8,7,5.35
394,Vredendal,ZA,2021-05-27 21:18:11,-31.6683,18.5012,54.68,84,64,2.57
395,Vanavara,RU,2021-05-27 21:18:11,60.34,102.2797,37.62,72,17,3.13
396,Towada,JP,2021-05-27 21:18:11,40.6127,141.2067,54.21,94,99,6.58
397,Tasiilaq,GL,2021-05-27 21:09:52,65.6145,-37.6368,41.16,88,97,7.78
398,Yandyki,RU,2021-05-27 21:18:12,45.7691,47.1258,65.84,75,71,6.08
399,Batsfjord,NO,2021-05-27 21:18:12,70.6345,29.7185,39.42,75,75,25.32
400,Durban,ZA,2021-05-27 21:14:54,-29.8579,31.0292,66.02,82,69,4.03
401,Narasannapeta,IN,2021-05-27 21:18:12,18.4167,84.05,83.25,86,80,3.36
402,Bafra,TR,2021-05-27 21:18:13,41.5678,35.9069,55.18,81,23,4.47
403,Santa Marta,CO,2021-05-27 21:18:13,11.2408,-74.199,89.98,64,100,8.99
404,Tuatapere,NZ,2021-05-27 21:11:00,-46.1333,167.6833,44.11,93,100,3.15
405,Bosaso,SO,2021-05-27 21:18:05,11.2842,49.1816,87.44,59,93,4.03
406,Alem Paraiba,BR,2021-05-27 21:18:13,-21.8878,-42.7044,71.11,88,46,2.28
407,Tuy Hoa,VN,2021-05-27 21:16:54,13.0833,109.3,77.45,90,84,4.14
408,Aripuana,BR,2021-05-27 21:13:44,-9.1667,-60.6333,85.23,54,25,0.34
409,Kriel,ZA,2021-05-27 21:18:14,-26.2739,29.2253,52.81,32,100,4.83
410,Springdale,US,2021-05-27 21:07:59,36.1867,-94.1288,82.51,77,75,13.8
411,Vanderhoof,CA,2021-05-27 21:18:14,54.0166,-124.0198,45.21,95,100,6.46
412,Ranghulu,CN,2021-05-27 21:18:15,46.65,124.8667,52.79,73,84,6.87
413,Teya,RU,2021-05-27 21:18:15,60.3778,92.6267,45.7,91,100,5.7
414,Altay,CN,2021-05-27 21:18:15,47.8667,88.1167,68.02,28,74,3.89
415,Sao Joao Da Barra,BR,2021-05-27 21:18:15,-21.6403,-41.0511,75.29,87,29,8.93
416,Santa Maria,BR,2021-05-27 21:16:22,-29.6842,-53.8069,60.89,72,31,4.05
417,Yulara,AU,2021-05-27 21:18:16,-25.2406,130.9889,44.44,65,79,9.22
418,Pineville,US,2021-05-27 21:18:16,31.3224,-92.4343,89.53,53,20,3.0
419,Hamilton,US,2021-05-27 21:13:54,39.1834,-84.5333,83.93,55,40,1.99
420,Ayan,RU,2021-05-27 21:18:16,56.45,138.1667,37.18,77,100,6.17
421,Asbestos,CA,2021-05-27 21:18:17,45.7668,-71.9324,56.75,45,67,11.25
422,Butembo,CD,2021-05-27 21:09:18,0.15,29.2833,57.54,96,72,3.18
423,Vestmanna,FO,2021-05-27 21:18:17,62.1564,-7.1664,43.72,81,40,12.73
424,Cherskiy,RU,2021-05-27 21:06:20,68.75,161.3,55.81,25,92,11.07
425,Berezovyy,RU,2021-05-27 21:18:17,51.6667,135.7,44.64,85,100,0.43
426,Harrisonville,US,2021-05-27 21:13:47,38.6533,-94.3488,74.48,88,90,9.22
427,Zhigalovo,RU,2021-05-27 21:18:18,54.8097,105.1578,31.05,79,2,3.51
428,Kouroussa,GN,2021-05-27 21:18:18,10.65,-9.8833,80.87,63,35,5.55
429,Sibu,MY,2021-05-27 21:18:18,2.3,111.8167,77.31,94,40,0.27
430,Aron,IN,2021-05-27 21:18:19,24.3833,77.4167,89.62,36,70,9.98
431,Uravakonda,IN,2021-05-27 21:18:19,14.95,77.2667,78.4,66,1,16.15
432,Malaya Serdoba,RU,2021-05-27 21:18:19,52.4661,44.9512,57.51,74,23,5.7
433,Richards Bay,ZA,2021-05-27 21:18:19,-28.783,32.0377,67.89,65,99,11.86
434,Laguna,US,2021-05-27 21:11:14,38.421,-121.4238,88.65,31,1,4.0
435,San Rafael,AR,2021-05-27 21:09:48,-34.6177,-68.3301,65.93,31,78,5.44
436,Shache,CN,2021-05-27 21:18:20,38.4167,77.2406,70.88,23,0,1.97
437,Dongli,CN,2021-05-27 21:18:20,23.5656,116.8194,82.38,83,20,4.41
438,Bambous Virieux,MU,2021-05-27 21:09:40,-20.3428,57.7575,72.21,88,38,7.56
439,Baracoa,CU,2021-05-27 21:18:20,20.3467,-74.4958,81.39,73,41,7.11
440,Merauke,ID,2021-05-27 21:18:21,-8.4667,140.3333,74.48,89,100,10.71
441,Hanzhong,CN,2021-05-27 21:11:12,33.0728,107.0303,65.3,75,100,1.5
442,Clearlake,US,2021-05-27 21:16:18,38.9582,-122.6264,86.34,21,10,12.26
443,Redcliffe,AU,2021-05-27 21:18:21,-27.2307,153.0973,58.14,77,0,7.14
444,Poronaysk,RU,2021-05-27 21:10:13,49.2167,143.1167,41.79,84,29,3.2
445,Quelimane,MZ,2021-05-27 21:18:21,-17.8786,36.8883,65.55,83,0,3.04
446,Anapskaya,RU,2021-05-27 21:18:22,44.89,37.38,59.25,82,0,6.04
447,Boguchany,RU,2021-05-27 21:10:33,58.3814,97.4531,47.08,49,100,10.67
448,Chaumont,FR,2021-05-27 21:18:22,48.1167,5.1333,50.29,89,5,3.04
449,Orneta,PL,2021-05-27 21:18:22,54.1148,20.1333,47.3,92,11,6.42
450,Teknaf,BD,2021-05-27 21:18:23,20.8624,92.3058,81.12,88,82,8.43
451,Lumeje,AO,2021-05-27 21:18:23,-11.55,20.7833,59.25,44,3,5.93
452,Wanaka,NZ,2021-05-27 21:18:23,-44.7,169.15,36.1,98,98,5.01
453,Sembakung,ID,2021-05-27 21:18:24,3.8167,117.25,80.53,99,88,2.21
454,Bilma,NE,2021-05-27 21:10:10,18.6853,12.9164,88.47,6,0,3.71
455,Plymouth,US,2021-05-27 21:16:16,41.8334,-70.8328,82.94,45,75,1.01
456,Bom Jesus Do Galho,BR,2021-05-27 21:18:24,-19.8289,-42.3161,69.3,85,25,3.06
457,Fergus Falls,US,2021-05-27 21:18:24,46.283,-96.0776,50.77,64,1,9.22
458,Montague,US,2021-05-27 21:15:06,42.5356,-72.5351,79.34,52,19,5.99
459,Lavrentiya,RU,2021-05-27 21:10:04,65.5833,-171.0,33.98,92,7,8.97
460,Mareeba,AU,2021-05-27 21:18:25,-17.0,145.4333,65.12,93,69,2.17
461,Cayenne,GF,2021-05-27 21:18:25,4.9333,-52.3333,77.04,88,90,1.99
462,Skegness,GB,2021-05-27 21:18:25,53.1436,0.3363,53.22,86,67,6.11
463,Naze,JP,2021-05-27 21:17:51,28.3667,129.4833,70.25,93,100,3.89
464,Lishui,CN,2021-05-27 21:18:26,28.4604,119.9103,69.15,98,100,2.64
465,Sorong,ID,2021-05-27 21:18:26,-0.8833,131.25,77.43,89,85,6.69
466,Katobu,ID,2021-05-27 21:18:26,-4.9408,122.5276,76.37,88,67,6.08
467,Pangkalanbuun,ID,2021-05-27 21:18:27,-2.6833,111.6167,75.11,98,34,1.88
468,Nhulunbuy,AU,2021-05-27 21:18:27,-12.2333,136.7667,77.61,69,75,11.5
469,Sur,OM,2021-05-27 21:10:24,22.5667,59.5289,87.62,54,1,2.42
470,Alenquer,BR,2021-05-27 21:18:27,-1.9417,-54.7383,88.14,70,63,2.37
471,Bardiyah,LY,2021-05-27 21:18:28,31.7561,25.0865,69.64,72,0,12.68
472,Port Hardy,CA,2021-05-27 21:18:28,50.6996,-127.4199,51.8,93,90,8.05
473,Beroroha,MG,2021-05-27 21:18:28,-21.6667,45.1667,63.05,83,0,1.68
474,Pahrump,US,2021-05-27 21:18:28,36.2083,-115.9839,93.51,7,0,4.0
475,Bodden Town,KY,2021-05-27 21:18:29,19.2833,-81.25,86.0,60,20,1.01
476,Masty,BY,2021-05-27 21:18:29,53.4122,24.5387,48.97,88,89,4.27
477,Broken Hill,AU,2021-05-27 21:18:29,-31.95,141.4333,44.31,93,90,5.75
478,Vao,NC,2021-05-27 21:18:29,-22.6667,167.4833,70.41,75,95,11.65
479,Weligama,LK,2021-05-27 21:18:30,5.9667,80.4167,78.94,87,99,15.05
480,Voh,NC,2021-05-27 21:18:30,-20.9667,164.7,69.76,75,28,2.17
481,Bulgan,MN,2021-05-27 21:18:30,48.8125,103.5347,49.35,63,17,4.25
482,Roseau,DM,2021-05-27 21:18:31,15.3017,-61.3881,82.42,73,53,13.47
483,Praia Da Vitoria,PT,2021-05-27 21:18:16,38.7333,-27.0667,61.05,67,20,9.8
484,Trat,TH,2021-05-27 21:18:31,12.5,102.5,81.82,97,100,4.61
485,Acapulco,MX,2021-05-27 21:18:18,16.8634,-99.8901,89.42,55,75,9.55
486,Ambon,ID,2021-05-27 21:14:14,-3.6954,128.1814,78.94,83,40,12.33
487,Awjilah,LY,2021-05-27 21:18:31,29.1081,21.2869,81.18,26,12,10.76
488,Ahipara,NZ,2021-05-27 21:18:32,-35.1667,173.1667,59.47,84,93,10.54
489,Devonport,AU,2021-05-27 21:18:32,-41.1667,146.35,44.02,69,7,8.46
490,Susehri,TR,2021-05-27 21:18:32,40.1644,38.0867,60.48,55,83,3.53
491,Beira,MZ,2021-05-27 21:14:57,-19.8436,34.8389,66.36,73,0,5.5
492,Saint Anthony,US,2021-05-27 21:09:45,45.0205,-93.218,46.54,91,90,3.0
493,Saint-Georges,GD,2021-05-27 21:18:33,12.0564,-61.7485,83.88,70,75,23.02
494,Bundaberg,AU,2021-05-27 21:18:33,-24.85,152.35,57.22,52,0,5.01
495,Dusti,TJ,2021-05-27 21:18:33,37.3481,68.664,70.52,24,75,6.24
496,Sangar,RU,2021-05-27 21:09:17,63.9242,127.4739,52.61,54,11,2.68
497,Atasu,KZ,2021-05-27 21:18:33,48.6814,71.6433,59.72,47,81,15.59
498,Ramnagar,IN,2021-05-27 21:18:34,29.4,79.1167,78.44,59,99,4.07
499,Villa Maria,AR,2021-05-27 21:18:34,-32.4075,-63.2402,66.81,56,6,13.91
500,Sukhobuzimskoye,RU,2021-05-27 21:18:34,56.5,93.2728,56.84,96,21,6.29
501,Dublin,US,2021-05-27 21:18:35,37.7021,-121.9358,83.05,44,1,8.99
502,Constitucion,CL,2021-05-27 21:18:35,-35.3333,-72.4167,57.88,90,100,4.0
503,Walsrode,DE,2021-05-27 21:18:35,52.8667,9.6,53.02,95,49,9.08
504,Seoul,KR,2021-05-27 21:14:28,37.5683,126.9778,55.0,94,90,5.19
505,Zyryanovsk,KZ,2021-05-27 21:18:36,49.7386,84.2719,61.41,87,100,2.86
506,Palmer,US,2021-05-27 21:18:36,42.1584,-72.3287,79.11,45,75,1.99
507,Anchorage,US,2021-05-27 21:18:36,61.2181,-149.9003,61.21,63,1,4.0
508,Maceio,BR,2021-05-27 21:10:48,-9.6658,-35.7353,76.44,88,40,8.84
509,Bulungu,CD,2021-05-27 21:18:36,-4.55,18.6,73.15,58,100,0.78
510,Vyshchetarasivka,UA,2021-05-27 21:18:37,47.5685,34.881,65.37,68,13,5.32
511,Bedele,ET,2021-05-27 21:18:37,8.456,36.353,55.69,92,17,3.96
512,Bereda,ES,2021-05-27 21:18:37,43.2686,-7.5406,58.14,82,100,2.84
513,Sabirabad,AZ,2021-05-27 21:18:38,40.0095,48.4752,63.59,80,0,7.27
514,Deder,ET,2021-05-27 21:16:14,9.3167,41.45,56.73,85,74,7.83
515,Banda Aceh,ID,2021-05-27 21:18:38,5.5577,95.3222,81.68,72,100,11.25
516,Palana,RU,2021-05-27 21:18:38,59.1167,159.9667,32.31,99,100,7.34
517,Lisakovsk,KZ,2021-05-27 21:10:08,52.5369,62.4936,55.11,61,0,7.99
518,Villa Carlos Paz,AR,2021-05-27 21:18:38,-31.4241,-64.4978,70.39,54,38,15.01
519,Arona,ES,2021-05-27 21:18:39,28.0996,-16.681,64.81,69,75,3.0
520,Leeton,AU,2021-05-27 21:18:39,-34.5667,146.4,44.89,93,0,11.07
521,Yumen,CN,2021-05-27 21:18:39,40.2833,97.2,67.39,19,100,7.27
522,Iqaluit,CA,2021-05-27 21:18:40,63.7506,-68.5145,35.33,69,75,15.01
523,Sladkovo,RU,2021-05-27 21:18:40,55.5284,70.3385,42.31,82,5,6.67
524,Reconquista,AR,2021-05-27 21:18:40,-29.15,-59.65,65.59,64,48,5.97
525,Rio Gallegos,AR,2021-05-27 21:10:52,-51.6226,-69.2181,32.05,86,75,10.36
526,Arua,UG,2021-05-27 21:18:40,3.0201,30.9111,64.89,89,100,2.51
527,Mongo,TD,2021-05-27 21:18:41,12.1844,18.693,89.55,35,33,7.29
528,Nongan,CN,2021-05-27 21:18:41,44.382,125.1685,54.01,54,100,5.57
529,Hami,CN,2021-05-27 21:18:41,42.8,93.45,80.37,11,100,2.77
530,Labytnangi,RU,2021-05-27 21:09:54,66.6572,66.4183,33.12,66,17,4.41
531,Khatanga,RU,2021-05-27 21:09:26,71.9667,102.5,25.16,90,100,7.83
532,Atar,MR,2021-05-27 21:18:42,20.5169,-13.0499,92.79,15,6,10.69
533,Andenes,NO,2021-05-27 21:18:42,69.3143,16.1194,42.78,75,75,14.97
534,Beringovskiy,RU,2021-05-27 21:10:29,63.05,179.3167,32.9,97,100,4.29
535,Adrar,MR,2021-05-27 21:09:57,20.5022,-10.0711,97.21,14,67,7.23
536,Borba,BR,2021-05-27 21:18:42,-4.3878,-59.5939,86.94,60,63,0.76
537,Kawalu,ID,2021-05-27 21:10:19,-7.3817,108.2082,71.58,96,76,1.34
538,Mahanoro,MG,2021-05-27 21:18:43,-19.9,48.8,67.66,91,17,3.89
539,Santa Fe,AR,2021-05-27 21:18:43,-31.6333,-60.7,69.03,56,11,4.0
540,Loandjili,CG,2021-05-27 21:18:43,-4.7561,11.8578,77.09,86,100,3.27
541,Ploemeur,FR,2021-05-27 21:17:13,47.7333,-3.4333,57.81,83,75,3.44
542,Muroto,JP,2021-05-27 21:18:44,33.2833,134.15,67.59,86,100,10.85
543,Lishan,CN,2021-05-27 21:18:44,31.8576,113.2951,65.59,92,88,3.13
544,Saint-Leu,RE,2021-05-27 21:10:34,-21.15,55.2833,70.66,75,14,4.23
545,Lere,NG,2021-05-27 21:18:44,10.387,8.5726,82.27,50,100,6.6
546,Shulan,CN,2021-05-27 21:18:45,44.4167,126.95,52.02,67,100,4.18
547,Baikunthpur,IN,2021-05-27 21:18:45,23.25,82.55,73.71,80,100,7.56
548,Alta Floresta,BR,2021-05-27 21:10:39,-9.8756,-56.0861,79.32,74,8,4.68
549,Irbit,RU,2021-05-27 21:18:45,57.6705,63.071,42.3,76,9,0.72
550,Svetlaya,RU,2021-05-27 21:18:45,46.5389,138.3297,45.12,76,100,7.65
551,Djibo,BF,2021-05-27 21:18:46,14.1022,-1.6306,100.98,15,99,6.08
552,Otane,NZ,2021-05-27 21:18:46,-39.8833,176.6333,43.02,76,94,1.41
553,Launceston,AU,2021-05-27 21:18:46,-41.45,147.1667,40.6,73,40,5.01
554,North Branch,US,2021-05-27 21:18:01,45.5113,-92.9802,46.69,95,100,11.63
555,Semnan,IR,2021-05-27 21:18:47,35.5729,53.3971,75.34,37,17,4.74
556,Inuvik,CA,2021-05-27 21:18:47,68.3499,-133.7218,32.86,75,90,10.36
557,Najran,SA,2021-05-27 21:14:18,17.4924,44.1277,78.08,17,8,0.81
558,Araxa,BR,2021-05-27 21:14:22,-19.5933,-46.9406,70.61,55,100,3.69
559,Shenxian,CN,2021-05-27 21:14:12,36.2411,115.6672,65.08,27,0,7.43
560,Kamaishi,JP,2021-05-27 21:18:48,39.2667,141.8833,59.59,89,86,7.27
561,Zhelyabovka,UA,2021-05-27 21:18:48,45.3988,34.7578,59.5,79,1,3.15
562,Petropavlovsk-Kamchatskiy,RU,2021-05-27 21:18:48,53.0452,158.6483,46.99,61,27,12.3
563,Pangai,TO,2021-05-27 21:18:48,-19.8,-174.35,78.91,65,40,4.61
564,Abalak,RU,2021-05-27 21:18:49,58.1286,68.5944,37.47,88,30,4.7
565,Talaya,RU,2021-05-27 21:11:12,61.3833,152.75,42.44,67,52,3.13
566,Santa Ana,US,2021-05-27 21:14:52,33.7456,-117.8678,87.76,57,20,1.99
567,Nanchang,CN,2021-05-27 21:18:49,28.6833,115.8833,69.76,86,100,12.06
